"year","iso2c","LUR_PT","BGS_BP6_USD","CG01_GALM_G01_XDC","NGDP_R_CH_SA_XDC","BCG_GALM_G01_XDC"
"1986","BO",NA,"-175.7",NA,NA,NA
"1986","BR","2.4","5731",NA,NA,NA
"1986","BS","12.1731289449955","205.4",NA,NA,NA
"1986","BW",NA,"189.128650337643",NA,NA,NA
"1986","BZ",NA,"-13.05",NA,NA,NA
"1986","CA","0","3697.83618417814",NA,"896992.75",NA
"1986","CF",NA,"-157.155853947018",NA,NA,NA
"1986","CG",NA,"-393.452720850194",NA,NA,NA
"1986","CH","0.8","-12.2295826203003",NA,"394377.019169242",NA
"1986","CL","12.0941666666667","627.76",NA,NA,NA
"1986","CM",NA,"-34.3915592479234",NA,NA,NA
"1986","CN","2","-7589",NA,NA,NA
"1986","CO",NA,"1346",NA,"278436999.210518",NA
"1986","CR","6.2","39",NA,NA,NA
"1986","CV",NA,"-66.4533724846346",NA,NA,NA
"1986","CY","3.7","-61.5660056577036",NA,NA,NA
"1986","DE","8.925","46143.9146221262",NA,NA,NA
"1986","DK","4.99166666666667","-743.292495608311",NA,"1258722",NA
"1986","DM",NA,"-7.15555555555556",NA,NA,NA
"1986","DO",NA,"-219.8",NA,NA,NA
"1986","DZ",NA,"-1300.84816349388",NA,NA,NA
"1986","EC",NA,"415",NA,NA,NA
"1986","EG",NA,"-4192",NA,NA,NA
"1986","ES","21.2","4655.26643151143",NA,NA,NA
"1986","ET","52.59","-483.236714975845",NA,NA,NA
"1986","FI","5.4","976.683996210306",NA,"109466",NA
"1986","FJ","7.5","2.11852094887072",NA,NA,NA
"1986","FR","8.95","8703.26036815092",NA,"1248402",NA
"1986","GA",NA,"-664.037192666034",NA,NA,NA
"1986","GB","11.2416666666667","-4959.74857350264",NA,"972239",NA
"1986","GD",NA,"-30.6592592592593",NA,NA,NA
"1986","GH",NA,"-171.72",NA,NA,NA
"1986","GM",NA,"-8.99353935290423",NA,NA,NA
"1986","GN",NA,"2.15",NA,NA,NA
"1986","GR","7.4","-2736",NA,NA,NA
"1986","GT",NA,"121.7",NA,NA,NA
"1986","GW",NA,"-55.9",NA,NA,NA
"1986","HK","2.91666666666667",NA,NA,NA,NA
"1986","HN",NA,"-66.4",NA,NA,NA
"1986","HT",NA,"-181.42",NA,NA,NA
"1986","HU",NA,"-449.007956205415",NA,NA,NA
"1986","ID","2.6","-954",NA,NA,NA
"1986","IE","16.8333333333333",NA,NA,NA,NA
"1986","IL","7.1","-1460",NA,NA,NA
"1986","IN",NA,"-6155.51630144596",NA,NA,NA
"1986","IR",NA,"-5454",NA,NA,NA
"1986","IS","0.7","176.4",NA,NA,NA
"1986","IT","8.88333333333333","8469.74573580437",NA,NA,NA
"1986","JM","23.6","94.2",NA,NA,NA
"1986","JO",NA,"-1518.07628399433",NA,NA,NA
"1986","JP","2.8",NA,NA,NA,NA
"1986","KE",NA,"-4.43739346279955",NA,NA,NA
"1986","KI",NA,"-18.536416351642",NA,NA,NA
"1986","KM",NA,"-43.6842919499874",NA,NA,NA
"1986","KN",NA,"-14.6777777777778",NA,NA,NA
"1986","KR","3.8","4437.9",NA,NA,NA
"1986","KW",NA,"-856.863627015656",NA,NA,NA
"1986","LA",NA,"-140.1",NA,NA,NA
"1986","LC",NA,"-13.0777777777778",NA,NA,NA
"1986","LK",NA,"-750.1717518296",NA,NA,NA
"1986","LR",NA,"2.70248573025663",NA,NA,NA
"1986","LS",NA,"-619.262958715232",NA,NA,NA
"1986","LU","2.53333333333333",NA,NA,NA,NA
"1986","LY",NA,"414.71699674887",NA,NA,NA
"1986","MA",NA,"-1076.17801936627",NA,NA,NA
"1986","MG",NA,"-138.214337199316",NA,NA,NA
"1986","ML",NA,"-371.925510590473",NA,NA,NA
"1986","MM",NA,"-280.576531497687",NA,NA,NA
"1986","MN",NA,"-1058.7",NA,NA,NA
"1986","MR",NA,"-169.855462185255",NA,NA,NA
"1986","MS",NA,"-12.137037037037",NA,NA,NA
"1986","MT","6.8","-162.34406515915",NA,NA,NA
"1986","MU",NA,"97.3537141630102",NA,NA,NA
"1986","MV",NA,"10.3479653320654",NA,NA,NA
"1986","MW",NA,"-16.1197301937036",NA,NA,NA
"1986","MX",NA,"4416",NA,NA,NA
"1986","MY","7.4","1620.79974691145",NA,NA,NA
"1986","NE",NA,"-117.017930055655",NA,NA,NA
"1986","NG",NA,"1090.89478767438",NA,NA,NA
"1986","NI",NA,"-549.2",NA,NA,NA
"1986","NL","7.60833333333333","6196.3467102421",NA,NA,NA
"1986","NO","1.975","-2546.16337994765",NA,NA,NA
"1986","NP",NA,"-230.980405395206",NA,NA,NA
"1986","NZ","4.15",NA,NA,NA,NA
"1986","OM",NA,"-123.042473869291",NA,NA,NA
"1986","PA","10.5","183.5",NA,NA,NA
"1986","PE","5.3","-404.83",NA,NA,NA
"1986","PG",NA,"-128.339899342112",NA,NA,NA
"1986","PH","6.4","1814",NA,NA,NA
"1986","PK","3.6","-3164.34656413773",NA,NA,NA
"1986","PL",NA,"470",NA,"673247.643556767",NA
"1986","PT","8.3","-772.075433134908",NA,NA,NA
"1986","PY","6.1","-329.5",NA,NA,NA
"1986","RO",NA,"1937",NA,"461489.823718985",NA
"1986","SA",NA,"-14599.6627318718",NA,NA,NA
"1986","SB",NA,"-36.8073499891672",NA,NA,NA
"1986","SC",NA,"-36.1870639704093",NA,NA,NA
"1986","SD",NA,"-274.44",NA,NA,NA
"1986","SE","2.69166666666667","3235.80903043378",NA,NA,NA
"1986","SG","6.5","58.3259979377942",NA,NA,NA
"1986","SL",NA,"7.15877737366061",NA,NA,NA
"1986","SN",NA,"-339.006637758708",NA,NA,NA
"1986","ST",NA,"-20.5783966509583",NA,NA,NA
"1986","SV","7.9","-164.360129014972",NA,NA,NA
"1986","SY",NA,"-1458.9",NA,NA,NA
"1986","SZ",NA,"-49.3691188870506",NA,NA,NA
"1986","TD",NA,"-234.659586122859",NA,NA,NA
"1986","TG",NA,"-124.820280440868",NA,NA,NA
"1986","TH","3.5","839.013638695512",NA,NA,NA
"1986","TN",NA,"-644.812585599815",NA,NA,NA
"1986","TO",NA,"-27.965643076279",NA,NA,NA
"1986","TR",NA,"-1428",NA,NA,NA
"1986","TT","17.5","-172.944444444449",NA,NA,NA
"1986","TZ",NA,"-695.6996882128",NA,NA,NA
"1986","UG",NA,"-72.8",NA,NA,NA
"1986","US","6.99166666666667","-138527",NA,"7852100",NA
"1986","UY","10.7","308.26",NA,NA,NA
"1986","VC",NA,"-9.48518518518518",NA,NA,NA
"1986","VE","11","-522",NA,NA,NA
"1986","VU",NA,"-23.2098105915705",NA,NA,NA
"1986","WS",NA,"-31.3763552450239",NA,NA,NA
"1986","ZA",NA,"5763.51236557823",NA,NA,NA
"1986","ZM",NA,"22.9",NA,NA,NA
"1986","ZW",NA,"164.004879021809",NA,NA,NA
"1987","AF",NA,"-486.5",NA,NA,NA
"1987","AG",NA,"-76.1592592592593",NA,NA,NA
"1987","AL","6.1","-2.1",NA,NA,NA
"1987","AN",NA,"-242.777777777778",NA,NA,NA
"1987","AO",NA,"689",NA,NA,NA
"1987","AR","5.3","245",NA,NA,NA
"1987","AT","5.58333333333333",NA,NA,NA,NA
"1987","AU","7.9",NA,NA,"708654",NA
"1987","AW",NA,"-7.43016759776539",NA,NA,NA
"1987","BB","17.9","11.55",NA,NA,NA
"1987","BD",NA,"-1615.0008024229",NA,NA,NA
"1987","BE","9.8",NA,NA,NA,NA
"1987","BG",NA,"-514",NA,NA,NA
"1987","BH",NA,"325.797872340425",NA,NA,NA
"1987","BI",NA,"-180.99956432775",NA,NA,NA
"1987","BJ",NA,"-145.406600950012",NA,NA,NA
"1987","BO",NA,"-266.3",NA,NA,NA
"1987","BR","3.6","8794",NA,NA,NA
"1987","BS",NA,"130.4",NA,NA,NA
"1987","BW",NA,"704.432208996844",NA,NA,NA
"1987","BZ",NA,"-14.1",NA,NA,NA
"1987","CA","0","5199.68230313483",NA,"933737.75",NA
"1987","CF",NA,"-155.355473646591",NA,NA,NA
"1987","CG",NA,"21.8875199324754",NA,NA,NA
"1987","CH","0.8","1018.64839641674",NA,"400365.103289019",NA
"1987","CL","10.9141666666667","854.9",NA,NA,NA
"1987","CM",NA,"-387.174189623418",NA,NA,NA
"1987","CN","2","291",NA,NA,NA
"1987","CO",NA,"1325",NA,"293386092.773435",NA
"1987","CR","5.6","-192.5",NA,NA,NA
"1987","CV",NA,"-66.3173219563243",NA,NA,NA
"1987","CY","3.4","-52.1724761088341",NA,NA,NA
"1987","DE","8.89166666666667","55189.8493332105",NA,NA,NA
"1987","DK","5.03333333333333","1341.71316257412",NA,"1261922",NA
"1987","DM",NA,"-11.2074074074074",NA,NA,NA
"1987","DO",NA,"-388.6",NA,NA,NA
"1987","DZ",NA,"1522.76152166181",NA,NA,NA
"1987","EC","7.2","-260",NA,NA,NA
"1987","EG",NA,"-4094.71428571428",NA,NA,NA
"1987","ES","19.7166666666667","-291.431443779474",NA,NA,NA
"1987","ET","58.24","-588.260869565217",NA,NA,NA
"1987","FI","5","324.345689369857",NA,"113362",NA
"1987","FJ","9.3","32.1580029880145",NA,NA,NA
"1987","FR","9.075","2606.97292294109",NA,"1280499",NA
"1987","GA",NA,"-82.9849113888626",NA,NA,NA
"1987","GB","10.325","-8092.3811675845",NA,"1024346",NA
"1987","GD",NA,"-35.3148148148148",NA,NA,NA
"1987","GH",NA,"-295.3",NA,NA,NA
"1987","GM",NA,"-15.8812052366647",NA,NA,NA
"1987","GN",NA,"63.97",NA,NA,NA
"1987","GQ",NA,"-43.9580458844532",NA,NA,NA
"1987","GR","7.4","-2829",NA,NA,NA
"1987","GT",NA,"-456.5",NA,NA,NA
"1987","GW",NA,"-44.6",NA,NA,NA
"1987","HK","1.775",NA,NA,NA,NA
"1987","HN",NA,"-123.68",NA,NA,NA
"1987","HT",NA,"-181.3",NA,NA,NA
"1987","HU",NA,"246.026543232328",NA,NA,NA
"1987","ID","2.6","1299",NA,NA,NA
"1987","IE","16.625",NA,NA,NA,NA
"1987","IL","6.1","-3298.7",NA,NA,NA
"1987","IN",NA,"-7042.63482662408",NA,NA,NA
"1987","IR",NA,"-2230",NA,NA,NA
"1987","IS","0.4","-20.1",NA,NA,NA
"1987","IT","9.63333333333333","3607.68222802249",NA,NA,NA
"1987","JM","21","30.4",NA,NA,NA
"1987","JO",NA,"-1473.6024543704",NA,NA,NA
"1987","JP","2.8",NA,NA,NA,NA
"1987","KE",NA,"-426.084265745066",NA,NA,NA
"1987","KI",NA,"-24.0508899438446",NA,NA,NA
"1987","KM",NA,"-59.9133511051348",NA,NA,NA
"1987","KN",NA,"-22.2222222222222",NA,NA,NA
"1987","KR","3.1","9745.3",NA,NA,NA
"1987","KW",NA,"236.845009164286",NA,NA,NA
"1987","LA",NA,"-163.7",NA,NA,NA
"1987","LC",NA,"-23.0777777777778",NA,NA,NA
"1987","LK",NA,"-677.2201495346",NA,NA,NA
"1987","LR",NA,"0.893650659805976",NA,NA,NA
"1987","LS",NA,"-853.943397468434",NA,NA,NA
"1987","LU","2.45",NA,NA,NA,NA
"1987","LY",NA,"-878.703131569086",NA,NA,NA
"1987","MA",NA,"-828.186823539263",NA,NA,NA
"1987","MG",NA,"-119.218490853088",NA,NA,NA
"1987","ML",NA,"-324.087023627715",NA,NA,NA
"1987","MM",NA,"-210.833201298222",NA,NA,NA
"1987","MN",NA,"-979",NA,NA,NA
"1987","MR",NA,"-136.765402576308",NA,NA,NA
"1987","MS",NA,"-14.2814814814815",NA,NA,NA
"1987","MT","4.4","-173.37610651487",NA,NA,NA
"1987","MU",NA,"38.6699504201539",NA,NA,NA
"1987","MV",NA,"16.3210853966171",NA,NA,NA
"1987","MW",NA,"-15.2575503934931",NA,NA,NA
"1987","MX",NA,"8913",NA,NA,NA
"1987","MY","7.3","4461.35457271315",NA,NA,NA
"1987","NE",NA,"-109.840212905282",NA,NA,NA
"1987","NG",NA,"2830.65096892885",NA,NA,NA
"1987","NI",NA,"-570.3",NA,NA,NA
"1987","NL","7.46666666666667","4912.1791032831",NA,NA,NA
"1987","NO","2.075","-1828.46121505061",NA,NA,NA
"1987","NP",NA,"-263.732941162979",NA,NA,NA
"1987","NZ","6.06666666666667",NA,NA,NA,NA
"1987","OM",NA,"1568.27048114434",NA,NA,NA
"1987","PA","11.8","250.5",NA,NA,NA
"1987","PE","4.8","-871.03",NA,NA,NA
"1987","PG",NA,"-165.996205992727",NA,NA,NA
"1987","PH","9.1","173",NA,NA,NA
"1987","PK","3.1","-2642.9444106176",NA,NA,NA
"1987","PL",NA,"978",NA,"688742.997654232",NA
"1987","PT","7","-2504.65687356146",NA,NA,NA
"1987","PY","5.5","-405.5",NA,NA,NA
"1987","RO",NA,"2433",NA,"465181.742308734",NA
"1987","SA",NA,"-11384",NA,NA,NA
"1987","SB",NA,"-35.0323426027995",NA,NA,NA
"1987","SC",NA,"-28.3710256071096",NA,NA,NA
"1987","SD",NA,"-473.653333333334",NA,NA,NA
"1987","SE","2.19166666666667","2797.81494709947",NA,NA,NA
"1987","SG","4.7","39.5064854897556",NA,NA,NA
"1987","SL",NA,"26.0321465578714",NA,NA,NA
"1987","SN",NA,"-388.53508893208",NA,NA,NA
"1987","ST",NA,"-13.9528323924041",NA,NA,NA
"1987","SV",NA,"-311.1",NA,NA,NA
"1987","SY",NA,"-958.4",NA,NA,NA
"1987","SZ",NA,"-1.62079861167957",NA,NA,NA
"1987","TD",NA,"-244.040190697408",NA,NA,NA
"1987","TG",NA,"-117.390043055295",NA,NA,NA
"1987","TH","5.9","239.422524483928",NA,NA,NA
"1987","TN",NA,"-150.845488965652",NA,NA,NA
"1987","TO",NA,"-26.5383041258801",NA,NA,NA
"1987","TR",NA,"-1044",NA,NA,NA
"1987","TT","22.3","72.5000000000051",NA,NA,NA
"1987","TZ",NA,"-831.6636930859",NA,NA,NA
"1987","UG",NA,"-360.2",NA,NA,NA
"1987","US","6.19166666666667","-151675",NA,"8123925",NA
"1987","UY","9.1","153.07",NA,NA,NA
"1987","VC",NA,"-22.7111111111111",NA,NA,NA
"1987","VE","9.2","320",NA,NA,NA
"1987","VU",NA,"-22.8009426778373",NA,NA,NA
"1987","WS",NA,"-42.5262499715251",NA,NA,NA
"1987","ZA",NA,"8502.84017883518",NA,NA,NA
"1987","ZM",NA,"91.5",NA,NA,NA
"1987","ZW",NA,"195.525602453514",NA,NA,NA
"1988","AF",NA,"-328.4",NA,NA,NA
"1988","AG",NA,"-18.2740740740741",NA,NA,NA
"1988","AL","7","-34.3",NA,NA,NA
"1988","AN","23.2","-139.111111111111",NA,NA,NA
"1988","AO",NA,"114",NA,NA,NA
"1988","AR","5.9","3555",NA,NA,NA
"1988","AT","5.36666666666667",NA,NA,NA,NA
"1988","AU","7.00833333333333",NA,NA,"738051",NA
"1988","AW",NA,"-26.3128491620112",NA,NA,NA
"1988","BB","17.4","67",NA,NA,NA
"1988","BD",NA,"-1778.86204853991",NA,NA,NA
"1988","BE","8.8",NA,NA,NA,NA
"1988","BG",NA,"-76",NA,NA,NA
"1988","BH",NA,"449.734042553192",NA,NA,NA
"1988","BI",NA,"-144.656148723245",NA,NA,NA
"1988","BJ",NA,"-153.35931898824",NA,NA,NA
"1988","BO",NA,"-174.9",NA,NA,NA
"1988","BR","3.8","16145",NA,NA,NA
"1988","BS","11.0199485199485","111.9",NA,NA,NA
"1988","BW",NA,"353.551580113065",NA,NA,NA
"1988","BZ",NA,"-20.75",NA,NA,NA
"1988","CA","0","4077.70764307547",NA,"975097",NA
"1988","CF",NA,"-134.132076258033",NA,NA,NA
"1988","CG",NA,"-147.370362575908",NA,NA,NA
"1988","CH","0.7","1692.74926535912",NA,"413540.676543602",NA
"1988","CL","9.73166666666667","1519.3",NA,NA,NA
"1988","CM",NA,"178.010129488646",NA,NA,NA
"1988","CN","2","-4060",NA,NA,NA
"1988","CO",NA,"565",NA,"305309811.860988",NA
"1988","CR","5.5","-91.3",NA,NA,NA
"1988","CV",NA,"-78.0709751274846",NA,NA,NA
"1988","CY","2.8","-158.369982137838",NA,NA,NA
"1988","DE","8.74166666666666","60093.0398560268",NA,NA,NA
"1988","DK","5.65833333333333","3078.06210864256",NA,"1261750",NA
"1988","DM",NA,"-20.9592592592593",NA,NA,NA
"1988","DO",NA,"-101.9",NA,NA,NA
"1988","DZ",NA,"68.4726926393261",NA,NA,NA
"1988","EC","7","456",NA,NA,NA
"1988","EG",NA,"-5282.85714285709",NA,NA,NA
"1988","ES","18.6916666666667","-4978.92518551359",NA,NA,NA
"1988","ET","55.29","-614.396135265701",NA,NA,NA
"1988","FI","4.20833333333333","-473.916346702965",NA,"119268",NA
"1988","FJ","9.4","45.2365831347485",NA,NA,NA
"1988","FR","8.775","3031.3169653685",NA,"1339717",NA
"1988","GA",NA,"-193.689256322142",NA,NA,NA
"1988","GB","8.50833333333333","-30349.025915158",NA,"1083629",NA
"1988","GD",NA,"-33.7037037037037",NA,NA,NA
"1988","GH",NA,"-303.7",NA,NA,NA
"1988","GM",NA,"-8.88137165587878",NA,NA,NA
"1988","GN",NA,"-176.96",NA,NA,NA
"1988","GQ",NA,"-54.6754990328668",NA,NA,NA
"1988","GR","7.7","-3097",NA,NA,NA
"1988","GT",NA,"-462",NA,NA,NA
"1988","GW",NA,"-60.1",NA,NA,NA
"1988","HK","1.425",NA,NA,NA,NA
"1988","HN",NA,"-115.05",NA,NA,NA
"1988","HT",NA,"-206.12",NA,NA,NA
"1988","HU",NA,"402.989626561161",NA,NA,NA
"1988","ID","2.8","2441",NA,NA,NA
"1988","IE","16.225",NA,NA,NA,NA
"1988","IL","6.4","-2593.1",NA,NA,NA
"1988","IN",NA,"-8111.53090240677",NA,NA,NA
"1988","IR",NA,"-2010",NA,NA,NA
"1988","IS","0.6","-18",NA,NA,NA
"1988","IT","9.7","223.32425428476",NA,NA,NA
"1988","JM","18.9","-139.2",NA,NA,NA
"1988","JO",NA,"-1331.13224552556",NA,NA,NA
"1988","JP","2.5",NA,NA,NA,NA
"1988","KE",NA,"-460.525945083986",NA,NA,NA
"1988","KI",NA,"-25.7018406266074",NA,NA,NA
"1988","KM",NA,"-48.2565309739674",NA,NA,NA
"1988","KN",NA,"-31.7037037037037",NA,NA,NA
"1988","KR","2.5","12575.3",NA,NA,NA
"1988","KW",NA,"-1336.77741670452",NA,NA,NA
"1988","LA",NA,"-100.5",NA,NA,NA
"1988","LC",NA,"-14.6814814814815",NA,NA,NA
"1988","LK",NA,"-748.4000693584",NA,NA,NA
"1988","LS",NA,"-922.647894846113",NA,NA,NA
"1988","LU","2",NA,NA,NA,NA
"1988","LY",NA,"-1617.05618768234",NA,NA,NA
"1988","MA",NA,"-102.324844837772",NA,NA,NA
"1988","MG",NA,"-165.850966048535",NA,NA,NA
"1988","ML",NA,"-383.148170072506",NA,NA,NA
"1988","MM",NA,"-192.031434329887",NA,NA,NA
"1988","MN",NA,"-998.8",NA,NA,NA
"1988","MR",NA,"-93.0364399366647",NA,NA,NA
"1988","MS",NA,"-14.9666666666667",NA,NA,NA
"1988","MT","4","-201.295626504931",NA,NA,NA
"1988","MU",NA,"-105.895901277932",NA,NA,NA
"1988","MV",NA,"12.2141797256335",NA,NA,NA
"1988","MW",NA,"-118.962987882785",NA,NA,NA
"1988","MX","2.5","2414",NA,NA,NA
"1988","MY","7.2","3600.14510555156",NA,NA,NA
"1988","NE",NA,"-200.242929893659",NA,NA,NA
"1988","NG",NA,"2079.80368675106",NA,NA,NA
"1988","NI",NA,"-583.3",NA,NA,NA
"1988","NL","7.375","7884.57935172369",NA,NA,NA
"1988","NO","3.175","-744.602222377441",NA,NA,NA
"1988","NP",NA,"-398.104727459467",NA,NA,NA
"1988","NZ","7.80833333333333",NA,NA,"108238",NA
"1988","OM",NA,"725.617685305592",NA,NA,NA
"1988","PA","16.3","701",NA,NA,NA
"1988","PE",NA,"-466.46",NA,NA,NA
"1988","PG",NA,"-221.950065723727",NA,NA,NA
"1988","PH","8.3","20",NA,NA,NA
"1988","PK","3.1","-3341.47559597599",NA,NA,NA
"1988","PL",NA,"1157",NA,"711370.439177486",NA
"1988","PT",NA,"-4627.18092980448",NA,NA,NA
"1988","PY","4.7","-164",NA,NA,NA
"1988","RO",NA,"4120",NA,"462855.833597191",NA
"1988","SA",NA,"-8058.66666666667",NA,NA,NA
"1988","SB",NA,"-66.9382397899976",NA,NA,NA
"1988","SC",NA,"-34.8884991904686",NA,NA,NA
"1988","SD",NA,"-604.444444444444",NA,NA,NA
"1988","SE","1.8","2637.48254764593",NA,NA,NA
"1988","SG","3.3","1793.50783259003",NA,NA,NA
"1988","SL",NA,"-16.3252334244904",NA,NA,NA
"1988","SN",NA,"-364.044480204713",NA,NA,NA
"1988","ST",NA,"-11.4670115430646",NA,NA,NA
"1988","SV","9.4","-369.28",NA,NA,NA
"1988","SY",NA,"-608.1",NA,NA,NA
"1988","SZ",NA,"-23.4443641705896",NA,NA,NA
"1988","TD",NA,"-221.693452664368",NA,NA,NA
"1988","TG",NA,"-164.147364029223",NA,NA,NA
"1988","TH","3.1","-996.268679427441",NA,NA,NA
"1988","TN",NA,"6.99460346912897",NA,NA,NA
"1988","TO",NA,"-43.1578321866468",NA,NA,NA
"1988","TR","8.7","2020",NA,NA,NA
"1988","TT","22","222.595121951224",NA,NA,NA
"1988","TZ",NA,"-792.5403269293",NA,NA,NA
"1988","UG",NA,"-492.4",NA,NA,NA
"1988","US","5.49166666666667","-114660",NA,"8465425",NA
"1988","UY","8.6","325.14",NA,NA,NA
"1988","VC",NA,"-11.7814814814815",NA,NA,NA
"1988","VE","7.3","-3891",NA,NA,NA
"1988","VU",NA,"-20.3217638417647",NA,NA,NA
"1988","WS",NA,"-42.8323541051477",NA,NA,NA
"1988","ZA",NA,"5977.05177305472",NA,NA,NA
"1988","ZM",NA,"271.3",NA,NA,NA
"1988","ZW",NA,"280.350906784029",NA,NA,NA
"1989","AF",NA,"-466.4",NA,NA,NA
"1989","AG",NA,"-47.9740740740741",NA,NA,NA
"1989","AL","7.3","-49.8",NA,NA,NA
"1989","AN","20.1","-151.059479553904",NA,NA,NA
"1989","AO",NA,"651",NA,NA,NA
"1989","AR","7.3","5109",NA,NA,NA
"1989","AT","4.95833333333333",NA,NA,NA,NA
"1989","AU","5.95833333333333","-7654.22370363625",NA,"772190",NA
"1989","AW",NA,"-38.7709497206704",NA,NA,NA
"1989","BB","13.7","49.3",NA,NA,NA
"1989","BD","1.2","-2387.32568949489",NA,NA,NA
"1989","BE","7.38333333333333",NA,NA,NA,NA
"1989","BG",NA,"-254",NA,NA,NA
"1989","BH",NA,"264.095744680851",NA,NA,NA
"1989","BI",NA,"-135.460084033613",NA,NA,NA
"1989","BJ",NA,"-81.2477294214813",NA,NA,NA
"1989","BO","10","-160.9",NA,NA,NA
"1989","BR","3","13327",NA,NA,NA
"1989","BS","11.7032967032967","41.5",NA,NA,NA
"1989","BW",NA,"517.101258425313",NA,NA,NA
"1989","BZ",NA,"-40.75",NA,NA,NA
"1989","CA","0","363.564038845448",NA,"997757.5",NA
"1989","CF",NA,"-116.783795468032",NA,NA,NA
"1989","CG",NA,"229.774586171165",NA,NA,NA
"1989","CH","0.6","1758.82146186408",NA,"431636.450981001",NA
"1989","CL","7.90666666666667","1022.54",NA,NA,NA
"1989","CM",NA,"160.340655970738",NA,NA,NA
"1989","CN","2.6","-4927",NA,NA,NA
"1989","CO","8.9","1200",NA,"315733382.267006",NA
"1989","CR","3.8","-236.7",NA,NA,NA
"1989","CV",NA,"-88.4495964143772",NA,NA,NA
"1989","CY","2.3","-310.53833889956",NA,NA,NA
"1989","DE","7.875","59544.8765626478",NA,NA,NA
"1989","DK","6.81666666666667","3356.3047537047",NA,"1269891",NA
"1989","DM",NA,"-49.0074074074074",NA,NA,NA
"1989","DO",NA,"-463",NA,NA,NA
"1989","DZ","22","424.784809211557",NA,NA,NA
"1989","EC","7.9","552",NA,NA,NA
"1989","EE","0.575",NA,NA,NA,NA
"1989","EG","6.9","-4801.81818181818",NA,NA,NA
"1989","ES","16.5416666666667","-12771.8483137526",NA,NA,NA
"1989","ET","51.33","-408.260869565217",NA,NA,NA
"1989","FI","3.10833333333333","-2370.74570251609",NA,"125336",NA
"1989","FJ","6.1","26.8314606741574",NA,NA,NA
"1989","FR","8.2","3292.58806460393",NA,"1399737",NA
"1989","GA",NA,"262.532354595294",NA,NA,NA
"1989","GB","7.10833333333333","-34627.3678413538",NA,"1111618",NA
"1989","GD",NA,"-43.2962962962963",NA,NA,NA
"1989","GH",NA,"-398.4",NA,NA,NA
"1989","GM",NA,"-9.30562776961121",NA,NA,NA
"1989","GN",NA,"-92.09",NA,NA,NA
"1989","GQ",NA,"-36.2905918704444",NA,NA,NA
"1989","GR","7.5","-4914",NA,NA,NA
"1989","GT",NA,"-437.5",NA,NA,NA
"1989","GW",NA,"-75.651",NA,NA,NA
"1989","HK","1.06666666666667",NA,NA,NA,NA
"1989","HN",NA,"-125.3",NA,NA,NA
"1989","HT",NA,"-211.36",NA,NA,NA
"1989","HU",NA,"675.90101017768",NA,NA,NA
"1989","ID","2.8","3100",NA,NA,NA
"1989","IE","14.7333333333333",NA,NA,NA,NA
"1989","IL","8.9","-1832.9",NA,NA,NA
"1989","IN",NA,"-7844.24765311581",NA,NA,NA
"1989","IR",NA,"-2939",NA,NA,NA
"1989","IS","1.7","156.3",NA,NA,NA
"1989","IT","9.7","-1994.92719435411",NA,NA,NA
"1989","JM","16.8","-434.5",NA,NA,NA
"1989","JO",NA,"-597.098146496418",NA,NA,NA
"1989","JP","2.3",NA,NA,NA,NA
"1989","KE",NA,"-643.675851542676",NA,NA,NA
"1989","KI",NA,"-27.2845887621613",NA,NA,NA
"1989","KM",NA,"-39.6638809774123",NA,NA,NA
"1989","KN",NA,"-40.1962962962963",NA,NA,NA
"1989","KR","2.6","3724.1",NA,NA,NA
"1989","KW",NA,"2212.5443891718",NA,NA,NA
"1989","LA",NA,"-133.8",NA,NA,NA
"1989","LC",NA,"-59.737037037037",NA,NA,NA
"1989","LK",NA,"-770.3144161237",NA,NA,NA
"1989","LS",NA,"-961.263164815667",NA,NA,NA
"1989","LU","1.78333333333333",NA,NA,NA,NA
"1989","LY",NA,"-598.461311375915",NA,NA,NA
"1989","MA",NA,"-1251.15307539788",NA,NA,NA
"1989","MG",NA,"-95.8877411810564",NA,NA,NA
"1989","MK","22.5056264066017",NA,NA,NA,NA
"1989","ML",NA,"-287.76680778326",NA,NA,NA
"1989","MM",NA,"-69.2129172483701",NA,NA,NA
"1989","MN",NA,"-1145.42",NA,NA,NA
"1989","MR",NA,"-63.8643724940097",NA,NA,NA
"1989","MS",NA,"-25.9481481481481",NA,NA,NA
"1989","MT","3.7","-225.255923728631",NA,NA,NA
"1989","MU",NA,"-160.002448124889",NA,NA,NA
"1989","MV",NA,"9.91907459516861",NA,NA,NA
"1989","MW",NA,"-136.76270878826",NA,NA,NA
"1989","MX",NA,"-267",NA,NA,NA
"1989","MY","5.7","2355.98856829948",NA,NA,NA
"1989","NE",NA,"-194.540393148465",NA,NA,NA
"1989","NG",NA,"3355.31421021938",NA,NA,NA
"1989","NI",NA,"-325.8",NA,NA,NA
"1989","NL","6.675","9156.45571365619",NA,NA,NA
"1989","NO","4.88333333333333","3917.2617698832",NA,NA,NA
"1989","NP",NA,"-351.57934943029",NA,NA,NA
"1989","NZ","9.46666666666667",NA,NA,"109859",NA
"1989","OM",NA,"1330.55916775033",NA,NA,NA
"1989","PA","16.3","282.2",NA,NA,NA
"1989","PE","7.9","938.95",NA,NA,NA
"1989","PG",NA,"-263.687343608107",NA,NA,NA
"1989","PH","8.4","-937",NA,NA,NA
"1989","PK","3.1","-3107.29039988654",NA,NA,NA
