"year","iso2c","LUR_PT","BGS_BP6_USD","CG01_GALM_G01_XDC","NGDP_R_CH_SA_XDC","BCG_GALM_G01_XDC"
"2002","FO",NA,"4.99",NA,NA,NA
"2002","FR","7.9","27583.8152615571",NA,"1827018",NA
"2002","GA",NA,"947.929960042929",NA,NA,NA
"2002","GB","3.09166666666667","-50080.5117917804",NA,"1491761",NA
"2002","GD",NA,"-99.485837037037",NA,NA,NA
"2002","GE","12.5940734642903","-443.70708269",NA,NA,NA
"2002","GH",NA,"-757.8414546132",NA,NA,NA
"2002","GN",NA,"-200.091",NA,NA,NA
"2002","GR","10.3333333333333","-11132.112402761",NA,"205779.286727",NA
"2002","GT",NA,"-2892.75826446018",NA,NA,NA
"2002","GW",NA,"-25.1008552359194",NA,NA,NA
"2002","GY",NA,"-47.3",NA,NA,NA
"2002","HK","7.23333333333333","13569.1398737703",NA,"1445809",NA
"2002","HN","4.0525197731","-826.672079117506",NA,NA,NA
"2002","HR","15.2916666666667","-2469.83901814778",NA,"280093.897901",NA
"2002","HT",NA,"-828.94",NA,NA,NA
"2002","HU","5.58333333333333","-1219.04149262178",NA,"24189420.0186946",NA
"2002","ID","9.1","13131.2703323864",NA,NA,NA
"2002","IE","4.45833333333333",NA,NA,"138775.815057516",NA
"2002","IL","10.3","-3513.5",NA,"712808.981",NA
"2002","IN",NA,"-5122.20719198701",NA,NA,NA
"2002","IR","13.075",NA,NA,NA,NA
"2002","IS","2.50833333333333","139.202286945605",NA,"1313107.9770659",NA
"2002","IT","8.475","9018.72921850531",NA,"1586300.8",NA
"2002","JM","14.1905","-1555.635",NA,NA,NA
"2002","JO",NA,"-1831.62356803474",NA,NA,NA
"2002","JP","5.375","51601.0389958407",NA,"464134700",NA
"2002","KE",NA,"-651.65056983269",NA,NA,NA
"2002","KG","2.91726539358417","-78.19378196978",NA,NA,NA
"2002","KH",NA,"-362.074311792296",NA,NA,NA
"2002","KN",NA,"-102.975565925926",NA,NA,NA
"2002","KR","3.25833333333333","8587.3",NA,NA,NA
"2002","KW","1.14","3059.41559140768",NA,NA,NA
"2002","KZ","9.36666666666667","-153.214258791615",NA,NA,NA
"2002","LA",NA,"1.11449724086157",NA,NA,NA
"2002","LB",NA,"-3750.63703839986",NA,NA,NA
"2002","LC","16.9","-81.7713396296296",NA,NA,NA
"2002","LK","8.775","-1111.89",NA,NA,NA
"2002","LS",NA,"-511.704023040619",NA,NA,NA
"2002","LT","13.775","-766.120811308572",NA,"20831.114476",NA
"2002","LU","2.55833333333333","6190.3840908638",NA,"32757.65",NA
"2002","LV","12.4916666666667","-768.702016036046",NA,"14114.282",NA
"2002","LY",NA,"1300",NA,NA,NA
"2002","MA","11.7","-1114.91375985845",NA,NA,NA
"2002","MD","6.825","-418.14",NA,NA,NA
"2002","MG",NA,"-514.975119353513",NA,NA,NA
"2002","MK","31.9","-827.691031741355",NA,"320938.51629474",NA
"2002","ML",NA,"-54.9464105727354",NA,NA,NA
"2002","MM",NA,"510.159464978081",NA,NA,NA
"2002","MN","3.4","-238.185462568913",NA,NA,NA
"2002","MO","6.275","2517.06032891953",NA,NA,NA
"2002","MS",NA,"-22.8408037037037",NA,NA,NA
"2002","MT","7.14166666666667","108.599805505143",NA,"5584.744",NA
"2002","MU","7.3","144.72621741426",NA,NA,NA
"2002","MV",NA,"39.477199070917",NA,NA,NA
"2002","MW",NA,"-323.271092624839",NA,NA,NA
"2002","MX","2.977275","-12898.2224701008",NA,NA,NA
"2002","MY","3.475","16565.2368421053",NA,NA,NA
"2002","NA",NA,"-177.044523141041",NA,NA,NA
"2002","NC",NA,"-677.24482236104",NA,NA,NA
"2002","NE",NA,"-193.425081373563",NA,NA,NA
"2002","NG",NA,"2339.98971206713",NA,NA,NA
"2002","NI","10.7","-1068.5",NA,NA,NA
"2002","NL","3.66666666666667","17499.2356253661",NA,"567245.18",NA
"2002","NO","3.66666666666667","25807.1161829403",NA,"2608365",NA
"2002","NP",NA,"-724.926798692706",NA,NA,NA
"2002","NZ","5.275","1662.3751668192",NA,"160862",NA
"2002","OM",NA,"4262.9388816645",NA,NA,NA
"2002","PA","14.1","-67.0226",NA,NA,NA
"2002","PE","8.80833333333333","-672.677239071217",NA,NA,NA
"2002","PF",NA,"-728.468796662733",NA,NA,NA
"2002","PG",NA,"-108.825666524122",NA,NA,NA
"2002","PH","11.4","-7532",NA,NA,NA
"2002","PK","8.3","-408",NA,NA,NA
"2002","PL","20.0333333333333","-6474",NA,"1016417.2",NA
"2002","PS","32.85","-1755.84376",NA,NA,NA
"2002","PT","6.14166666666667","-10939.9440089266",NA,"171703.407798465",NA
"2002","PY","14.7","1101.97489138509",NA,NA,NA
"2002","RO","8.31666666666667","-2602",NA,"387072.901918915",NA
"2002","RS",NA,NA,NA,"2237785.5936",NA
"2002","RU","7.975","34807.65",NA,NA,NA
"2002","SA","5.2647","28037.2",NA,NA,NA
"2002","SB",NA,"-68.3033525168227",NA,NA,NA
"2002","SC",NA,"-46.842042470637",NA,NA,NA
"2002","SD",NA,"-1030.73",NA,NA,NA
"2002","SE","3.975","16610.6290300304",NA,"3229150",NA
"2002","SG","4.5","16227.5713848242",NA,NA,NA
"2002","SI","6.34166666666667","336",NA,"29873.329668",NA
"2002","SK","18.8083333333333","-1704.77007923607",NA,"45241.567",NA
"2002","SL",NA,"-237.528363601762",NA,NA,NA
"2002","SN",NA,"-555.477119976782",NA,NA,NA
"2002","ST",NA,"-25.6275219269449",NA,NA,NA
"2002","SV","6.2","-2104.65",NA,NA,NA
"2002","SY","11.7","1886",NA,NA,NA
"2002","SZ",NA,"-65.1150114413145",NA,NA,NA
"2002","TG",NA,"-209.492283125428",NA,NA,NA
"2002","TH","2.44166666666667","7714.14538754029",NA,"5770900",NA
"2002","TJ","2.5","-159.6417",NA,NA,NA
"2002","TN","15.3","-892.572446778583",NA,NA,NA
"2002","TO",NA,"-67.2285538268586",NA,NA,NA
"2002","TR","10.35","1495",NA,"783541.8286606",NA
"2002","TT","10.4","501.7",NA,NA,NA
"2002","TV",NA,"-16.6978954883712",NA,NA,NA
"2002","TZ",NA,"-244.160607074363",NA,NA,NA
"2002","U2","8.48333333333333","131989.39327316",NA,"8760320.2272082",NA
"2002","UA","9.625","1864",NA,NA,NA
"2002","UG",NA,"-845.961839509004",NA,NA,NA
"2002","US","5.775","-418956",NA,"13493064",NA
"2002","UY","17","201.535963635051",NA,NA,NA
"2002","VC",NA,"-36.5060851851852",NA,NA,NA
"2002","VE","15.8","10512",NA,NA,NA
"2002","VN",NA,"-1804",NA,NA,NA
"2002","VU",NA,"-16.1928873368011",NA,NA,NA
"2002","ZA","29.05","4362.35287509929",NA,NA,NA
"2002","ZM",NA,"-474.321",NA,NA,NA
"2003","5Y",NA,"-575.126306666667",NA,NA,NA
"2003","AG",NA,"-72.1132248148147",NA,NA,NA
"2003","AI",NA,"-34.1454255555556",NA,NA,NA
"2003","AL","15.175","-1419.16120565833",NA,"860862.29971686",NA
"2003","AM","10.1","-547.927151231746",NA,NA,NA
"2003","AN","15.1","-109.657541899441",NA,NA,NA
"2003","AO",NA,"908.0054255",NA,NA,NA
"2003","AR","16.99365","15611.5",NA,NA,NA
"2003","AT","4.75833333333333",NA,NA,"263997.566",NA
"2003","AU","5.92840833333333","-14416.6715328361",NA,"1201377",NA
"2003","AW",NA,"-24.3798882681561",NA,NA,NA
"2003","AZ","9.16657139590717","-1712.98",NA,NA,NA
"2003","BA",NA,"-3821.9419792465",NA,NA,NA
"2003","BB","11","-241.583829883335",NA,NA,NA
"2003","BD","4.3","-3141.65381641339",NA,NA,NA
"2003","BE","8.175","10688.1225586304",NA,"321495.995094675",NA
"2003","BG","13.7666666666667","-2061.6047648916",NA,"55127.139",NA
"2003","BH",NA,"1775.60179920213",NA,NA,NA
"2003","BI",NA,"-130.48410337884",NA,NA,NA
"2003","BJ",NA,"-359.50682581502",NA,NA,NA
"2003","BN","4.4","2568.5844095717",NA,NA,NA
"2003","BO","9.7","-86.907789367575",NA,NA,NA
"2003","BR",NA,"19862.8198522364",NA,NA,NA
"2003","BS","10.8346039874565","-369.79",NA,NA,NA
"2003","BT","1.8",NA,NA,NA,NA
"2003","BW",NA,"955.466496069475",NA,NA,NA
"2003","BY","3.125","-692.4",NA,NA,NA
"2003","BZ","12.9","-135.689422722701",NA,NA,NA
"2003","CA","7.575","34073.8228051472",NA,"1412136.75",NA
"2003","CG",NA,"1124.05307501724",NA,NA,NA
"2003","CH","3.79166666666667","23805.3925365159",NA,"512939.1",NA
"2003","CL","9.52416666666667","3869.27327745885",NA,"86888779.496",NA
"2003","CM",NA,"-308.587066664793",NA,NA,NA
"2003","CN","4.2","35821.1290662935",NA,NA,NA
"2003","CO","14.175","-1022.06194862638",NA,"466270103.528969",NA
"2003","CR","6.7","-283.537864928698",NA,"15637019.643921",NA
"2003","CV",NA,"-294.289161487196",NA,NA,NA
"2003","CY","4.125","-47.7483209704657",NA,"15712.6107253717",NA
"2003","CZ","7.775","-2049.32085965495",NA,"3142271",NA
"2003","DE","10.525","94495.9082351006",NA,"2385329.93",NA
"2003","DJ",NA,"-52.2391838893547",NA,NA,NA
"2003","DK","5.40833333333333","13115.5650220942",NA,"1705536",NA
"2003","DM",NA,"-38.9258151851852",NA,NA,NA
"2003","DO","16.7","93.4",NA,NA,NA
"2003","DZ","23.7",NA,NA,NA,NA
"2003","EC","9.825","-663.826215734583",NA,NA,NA
"2003","EE","10.35","-736.329718567965",NA,"12913.7289",NA
"2003","EG","10.4125","397.9",NA,NA,NA
"2003","ES","11.4916666666667","-19893.6880475284",NA,"958239",NA
"2003","ET",NA,"-1345.57946009095",NA,NA,NA
"2003","FI","9.00833333333333","12270.8943644014",NA,"168183",NA
"2003","FJ","7.3","-159.40755428265",NA,NA,NA
"2003","FO",NA,"-159.17",NA,NA,NA
"2003","FR","8.5","24021.5046302471",NA,"1842642",NA
"2003","GA",NA,"1468.49370112259",NA,NA,NA
"2003","GB","3.01666666666667","-48958.2872462619",NA,"1543468",NA
"2003","GD",NA,"-131.926911111111",NA,NA,NA
"2003","GE","11.5011279871553","-573.28140006",NA,NA,NA
"2003","GH",NA,"-962.242396544134",NA,NA,NA
"2003","GM",NA,"-26.0012275748096",NA,NA,NA
"2003","GN",NA,"-208.600673164595",NA,NA,NA
"2003","GR","9.74166666666667","-12572.7450243013",NA,"217731.858231",NA
"2003","GT","3","-3183.1779514661",NA,NA,NA
"2003","GW",NA,"-30.5041129144048",NA,NA,NA
"2003","GY",NA,"-32.5999999999999",NA,NA,NA
"2003","HK","7.93333333333333","14685.8573141063",NA,"1489997",NA
"2003","HN","5.3815072428","-1182.1538384937",NA,NA,NA
"2003","HR","14.075","-2330.93284428855",NA,"295726.518755",NA
"2003","HT",NA,"-947.15",NA,NA,NA
"2003","HU","5.74166666666667","-3381.94280225763",NA,"25093967.1203002",NA
"2003","ID","9.5","12455.5406641548",NA,NA,NA
"2003","IE","4.58333333333333",NA,NA,"143133.627251511",NA
"2003","IL","10.725","-1027",NA,"722406.252",NA
"2003","IN",NA,"-8164.09136114741",NA,NA,NA
"2003","IR","11.7",NA,NA,NA,NA
"2003","IS","3.35833333333333","-343.696888115814",NA,"1344054.1334271",NA
"2003","IT","8.43333333333333","6790.75941707643",NA,"1590126.7",NA
"2003","JM","11.7313","-1391.05636727278",NA,NA,NA
"2003","JO",NA,"-2137.40809590973",NA,NA,NA
"2003","JP","5.25833333333333","72487.4526217708",NA,"471227700",NA
"2003","KE",NA,"-649.327981086306",NA,NA,NA
"2003","KG","2.78566372645105","-134.184764262288",NA,NA,NA
"2003","KH",NA,"-467.199795046384",NA,NA,NA
"2003","KM",NA,"-41.1860086759304",NA,NA,NA
"2003","KN",NA,"-90.6269185185185",NA,NA,NA
"2003","KR","3.55","17292.9",NA,NA,NA
"2003","KW",NA,"8442.9621742591",NA,NA,NA
"2003","KZ","8.8","1496.09806227504",NA,NA,NA
"2003","LA",NA,"-27.6187944223728",NA,NA,NA
"2003","LB",NA,"-2029.25585232613",NA,NA,NA
"2003","LC","22.3","-109.585192222222",NA,NA,NA
"2003","LK","8.325","-1139.96",NA,NA,NA
"2003","LS",NA,"-773.874928425552",NA,NA,NA
"2003","LT","12.4333333333333","-1089.78924760832",NA,"23008.21804",NA
"2003","LU","3.80833333333333","7038.87402250837",NA,"33293.332",NA
"2003","LV","11.6416666666667","-1303.33670030685",NA,"15331.222",NA
"2003","LY",NA,"4523",NA,NA,NA
"2003","MA","12.05","-1728.41469305363",NA,NA,NA
"2003","MD","8","-667.3",NA,NA,NA
"2003","MG",NA,"-554.939573599998",NA,NA,NA
"2003","MK","36.7","-855.217292772752",NA,"328071.57973444",NA
"2003","ML",NA,"-318.471954650835",NA,NA,NA
"2003","MM",NA,"620.86605951058",NA,NA,NA
"2003","MN","3.5","-248.748022696718",NA,NA,NA
"2003","MO","6.025","2880.75042385787",NA,NA,NA
"2003","MS",NA,"-29.2594777777778",NA,NA,NA
"2003","MT","7.625","-82.5908623363247",NA,"5725.168",NA
"2003","MU","7.7","70.796093323072",NA,NA,NA
"2003","MV",NA,"49.360518824951",NA,NA,NA
"2003","MW",NA,"-292.706814211077",NA,NA,NA
"2003","MX","3.4067","-11652.711062",NA,NA,NA
"2003","MY","3.6","21756.5526315789",NA,NA,NA
"2003","NA",NA,"-325.859398239093",NA,NA,NA
"2003","NC",NA,"-734.602834630329",NA,NA,NA
"2003","NE",NA,"-265.863586639619",NA,NA,NA
"2003","NG",NA,"5582.23705109836",NA,NA,NA
"2003","NI","11.7","-1090.2",NA,NA,NA
"2003","NL","4.84166666666667","35849.619953019",NA,"569279.930001",NA
"2003","NO","4.20833333333333","29256.4287336305",NA,"2632358",NA
"2003","NP",NA,"-856.816709247449",NA,NA,NA
"2003","NZ","4.75","1644.41639345152",NA,"168267",NA
"2003","OM",NA,"3666.05981794538",NA,NA,NA
"2003","PA","13.6","37.8",NA,NA,NA
"2003","PE","8.95833333333333","-14.0644168792658",NA,NA,NA
"2003","PF",NA,"-1025.3285435011",NA,NA,NA
"2003","PG",NA,"281.721138237306",NA,NA,NA
"2003","PH","11.4","-7814",NA,NA,NA
"2003","PK","8.3","-435",NA,NA,NA
"2003","PL","19.75","-5482",NA,"1052652.9",NA
"2003","PS","25.625","-2001.28664951509",NA,NA,NA
"2003","PT","7.4","-11361.3520495445",NA,"170099.345672869",NA
"2003","PY","11.2","1000.44780709974",NA,NA,NA
"2003","RO","7.75","-4467",NA,"408301.531683838",NA
"2003","RS",NA,NA,NA,"2336593.1034",NA
"2003","RU","8.325","46684.1",NA,NA,NA
"2003","SA","5.5626","44231.76",NA,NA,NA
"2003","SB",NA,"-63.969997255796",NA,NA,NA
"2003","SC",NA,"21.033577964903",NA,NA,NA
"2003","SD",NA,"-787.74",NA,NA,NA
"2003","SE","4.85","18511.5618102044",NA,"3306190",NA
"2003","SG","5.225","26685.7678583387",NA,NA,NA
"2003","SI","6.7","-14.1",NA,"30679.687104",NA
"2003","SK","17.6916666666667","-407.799314645392",NA,"47693.079",NA
"2003","SL",NA,"-227.632445374358",NA,NA,NA
"2003","SN",NA,"-830.845889857575",NA,NA,NA
"2003","ST",NA,"-31.3714497350222",NA,NA,NA
"2003","SV","6.9","-2393.41795963069",NA,NA,NA
"2003","SY","10.8","857",NA,NA,NA
"2003","SZ",NA,"-17.6420942574106",NA,NA,NA
"2003","TG",NA,"-266.250468202451",NA,NA,NA
"2003","TH","2.19166666666667","8804.11424114766",NA,"6050483.9858693",NA
"2003","TJ","2","-152.5401",NA,NA,NA
"2003","TN","14.5","-944.539663033991",NA,NA,NA
"2003","TO",NA,"-71.0160380094608",NA,NA,NA
"2003","TR","10.5","-3017",NA,"827484.85262363",NA
"2003","TT","10.475","1607",NA,NA,NA
"2003","TV",NA,"-18.3946313658252",NA,NA,NA
"2003","TZ",NA,"-490.549900855539",NA,NA,NA
"2003","U2","8.975","138004.373098776",NA,"8820301.8140983",NA
"2003","UA","9.05","1298",NA,NA,NA
"2003","UG",NA,"-744.677722270111",NA,NA,NA
"2003","US","5.99166666666667","-493893",NA,"13879129",NA
"2003","UY","16.875","318.474094564127",NA,NA,NA
"2003","VC",NA,"-68.5433414814815",NA,NA,NA
"2003","VE","18","14113",NA,NA,NA
"2003","VN",NA,"-3359",NA,NA,NA
"2003","VU",NA,"-14.9521601716816",NA,NA,NA
"2003","ZA","28.85","4046.56661860654",NA,NA,NA
"2003","ZM",NA,"-544.413",NA,NA,NA
"2004","5Y",NA,"-478.544945925926",NA,NA,NA
"2004","AG",NA,"-58.3653011111112",NA,NA,NA
"2004","AI",NA,"-52.8214062962963",NA,NA,NA
"2004","AL","14.75","-1642.92898860121",NA,"908337.14154507",NA
"2004","AM","9.6","-645.186306791906",NA,NA,NA
"2004","AN","16.1","-126.264804469273",NA,NA,NA
"2004","AO",NA,"3163.2570447",NA,NA,NA
"2004","AR","13.525175","11933.61",NA,NA,NA
"2004","AT","5.50833333333333",NA,NA,"270607.168",NA
"2004","AU","5.39673333333333","-19188.702454739",NA,"1252793",NA
"2004","AW",NA,"453.525139664805",NA,NA,NA
"2004","AZ","7.98744731537475","-2077.108",NA,NA,NA
"2004","BA",NA,"-4138.36213357751",NA,NA,NA
"2004","BB","9.575","-395.25106707257",NA,NA,NA
"2004","BD",NA,"-3854.88048214049",NA,NA,NA
"2004","BE","8.39166666666667","12279.0214474365",NA,"333178.193069054",NA
"2004","BG","12.1083333333333","-2896.94599097014",NA,"58732.123",NA
"2004","BH",NA,"2166.29771258865",NA,NA,NA
"2004","BI",NA,"-167.79671178127",NA,NA,NA
"2004","BJ",NA,"-344.979255110062",NA,NA,NA
"2004","BN","3.5","3199.7874558062",NA,NA,NA
"2004","BO",NA,"231.061237172873",NA,NA,NA
"2004","BR",NA,"28989.5147864329",NA,NA,NA
"2004","BS","10.2024612941643","-416.58",NA,NA,NA
"2004","BT","2.5",NA,NA,NA,NA
"2004","BW",NA,"826.930101780561",NA,NA,NA
"2004","BY","2.525","-1493.9",NA,NA,NA
"2004","BZ","11.6","-84.0880820113378",NA,NA,NA
"2004","CA","7.19166666666667","44846.7592626837",NA,"1455715",NA
"2004","CG",NA,"1644.56744675845",NA,NA,NA
"2004","CH","3.88333333333333","35804.9554642552",NA,"526604.4",NA
"2004","CL","10.0333333333333","9861.50599590637",NA,"93127208.895",NA
"2004","CM",NA,"-147.684541796007",NA,NA,NA
"2004","CN","4.25","51174.38253995",NA,NA,NA
"2004","CO","13.5166666666667","-441.98461970256",NA,"491136391.044109",NA
"2004","CR","6.5","-77.1051446754189",NA,"16315130.6988901",NA
"2004","CV",NA,"-346.009421351242",NA,NA,NA
"2004","CY","4.60833333333333","-457.770881206203",NA,"16431.0013691204",NA
"2004","CZ","8.29166666666667","528.273873404062",NA,"3291482",NA
"2004","DE","10.5583333333333","145724.249748066",NA,"2401971.33",NA
"2004","DJ",NA,"-87.8624360655184",NA,NA,NA
"2004","DK","5.5","12429.8979198375",NA,"1751044",NA
"2004","DM",NA,"-43.6332959259259",NA,NA,NA
"2004","DO","18.4","338.6",NA,NA,NA
"2004","DZ","17.7",NA,NA,NA,NA
"2004","EC","10.3333333333333","-669.610264431716",NA,NA,NA
"2004","EE","10.0833333333333","-845.063836491941",NA,"13740.7862",NA
"2004","EG","10.745","-399.1",NA,NA,NA
"2004","ES","10.9583333333333","-41049.1384424746",NA,"988583",NA
"2004","ET",NA,"-2043.01090409603",NA,NA,NA
"2004","FI","8.825","13375.4026073989",NA,"174786",NA
"2004","FJ",NA,"-347.612560910576",NA,NA,NA
"2004","FO",NA,"-64.6159773244727",NA,NA,NA
"2004","FR","8.85","17356.0475019121",NA,"1890335",NA
"2004","GA",NA,"2073.13172877491",NA,NA,NA
"2004","GB","2.75833333333333","-61452.8559614541",NA,"1582486",NA
"2004","GD",NA,"-121.384050740741",NA,NA,NA
"2004","GE","12.6237462892016","-846.05700348",NA,NA,NA
"2004","GH",NA,"-1972.28828877",NA,NA,NA
"2004","GM",NA,"-69.1398827287082",NA,NA,NA
"2004","GN",NA,"-152.72",NA,NA,NA
"2004","GR","10.6083333333333","-12555.7541041346",NA,"228121.051527",NA
"2004","GT","3","-3875.8",NA,NA,NA
"2004","GW",NA,"-43.7277385098216",NA,NA,NA
"2004","GY",NA,"-54.4886",NA,NA,NA
"2004","HK","6.875","14729.997088653",NA,"1619628",NA
"2004","HN","5.9112523793","-1497.53139296595",NA,NA,NA
"2004","HR","13.8583333333333","-2533.3525114042",NA,"306999.930763",NA
"2004","HT",NA,"-1048.95",NA,NA,NA
"2004","HU","6.06666666666667","-3396.34849899815",NA,"26294334.7599649",NA
"2004","ID","9.86","11341.3994883913",NA,NA,NA
"2004","IE","4.50833333333333",NA,NA,"152801.930844051",NA
"2004","IL","10.35","135.6",NA,"756696.467",NA
"2004","IN",NA,"-14960.2533677105",NA,NA,NA
"2004","IS","3.05","-739.193203440907",NA,"1452576.8949416",NA
"2004","IT","8","9518.10620959874",NA,"1612046.4",NA
"2004","JM","12.2051","-1365.26820868813",NA,NA,NA
"2004","JO",NA,"-3408.38573818054",NA,NA,NA
"2004","JP","4.71666666666667","94230.3743465512",NA,"481616800",NA
"2004","KE",NA,"-1007.31407838763",NA,NA,NA
"2004","KG","2.67252578010648","-183.45439247873",NA,NA,NA
"2004","KH",NA,"-390.066228005889",NA,NA,NA
"2004","KM",NA,"-62.5621810231816",NA,NA,NA
"2004","KN",NA,"-47.700502962963",NA,NA,NA
"2004","KR","3.65833333333333","34122.6",NA,NA,NA
"2004","KW",NA,"12874.109263658",NA,NA,NA
"2004","KZ","8.4","3544.1894637045",NA,NA,NA
"2004","LA",NA,"-201.992257091491",NA,NA,NA
"2004","LB",NA,"-5303.81152764921",NA,NA,NA
"2004","LC","21","-36.0619018518518",NA,NA,NA
"2004","LK","8.45","-1823.85",NA,NA,NA
"2004","LR",NA,"-741.498032967272",NA,NA,NA
"2004","LS",NA,"-909.160364558168",NA,NA,NA
"2004","LT","10.8916666666667","-1592.86364524772",NA,"24491.786127",NA
"2004","LU","4.95","7973.10738334251",NA,"34512.787",NA
"2004","LV","11.75","-2044.79144914834",NA,"16494.065",NA
"2004","LY",NA,"7180",NA,NA,NA
"2004","MA","11.225","-3227.6302511006",NA,NA,NA
"2004","MD","8.2","-775.14",NA,NA,NA
"2004","MG",NA,"-649.266259800001",NA,NA,NA
"2004","MK","37.15","-1189.73316689945",NA,"343406.2212132",NA
"2004","ML",NA,"-407.104266887661",NA,NA,NA
"2004","MM",NA,"715.449106341946",NA,NA,NA
"2004","MN","3.6","-195.393857119738",NA,NA,NA
"2004","MO","4.86666666666667","4325.19619795118",NA,NA,NA
"2004","MS",NA,"-30.9008962962963",NA,NA,NA
"2004","MT","7.25833333333333","-158.922476079487",NA,"5752.085",NA
"2004","MU","8.425","-147.156887115388",NA,NA,NA
"2004","MV",NA,"-33.598121037282",NA,NA,NA
"2004","MW",NA,"-483.666941098406",NA,NA,NA
"2004","MX","3.914925","-15684.2142224388",NA,NA,NA
"2004","MY","3.55","25414.7236842105",NA,NA,NA
"2004","NA",NA,"-227.659979058086",NA,NA,NA
"2004","NC",NA,"-576.147640211876",NA,NA,NA
"2004","NE",NA,"-321.847225218692",NA,NA,NA
"2004","NG",NA,"17120.4832790615",NA,NA,NA
"2004","NI",NA,"-1211.6",NA,NA,NA
"2004","NL","5.675","47193.9516883549",NA,"579552.769999",NA
"2004","NO","4.275","35088.038657459",NA,"2736574",NA
"2004","NP",NA,"-1059.08283707082",NA,NA,NA
"2004","NZ","4.05","615.723703548277",NA,"175686",NA
"2004","OM",NA,"3092.17165149545",NA,NA,NA
"2004","PA","12.3","-199.9",NA,NA,NA
"2004","PE","9.10833333333333","2272.56065888202",NA,NA,NA
"2004","PF",NA,"-898.574306286994",NA,NA,NA
"2004","PG",NA,"264.542867606004",NA,NA,NA
"2004","PH","11.825","-7461",NA,NA,NA
"2004","PK","7.7","-5979.99",NA,NA,NA
"2004","PL","19.1416666666667","-6505",NA,"1106694.4",NA
"2004","PS","26.775","-2540.6143",NA,NA,NA
"2004","PT","7.76666666666667","-15374.3875859721",NA,"173180.836554119",NA
"2004","PY",NA,"1078.09228851981",NA,NA,NA
"2004","RO","7.98333333333333","-6930",NA,"441248.78872164",NA
"2004","RS","18",NA,NA,"2547973.2823",NA
"2004","RU","8.125","72332.37",NA,NA,NA
"2004","SA","5.822","65103.2533333333",NA,NA,NA
"2004","SB",NA,"-46.271902402047",NA,NA,NA
"2004","SC",NA,"-44.403708043168",NA,NA,NA
"2004","SD",NA,"-828.83",NA,NA,NA
"2004","SE","5.51666666666667","26940.5030543399",NA,"3449035",NA
"2004","SG","4.425","30100.2527271957",NA,NA,NA
"2004","SI","6.34166666666667","-406",NA,"31822.412535",NA
"2004","SK","18.3583333333333","-1735.4205481215",NA,"50201.18",NA
"2004","SL",NA,"-151.113705413782",NA,NA,NA
"2004","SN",NA,"-1011.7383475462",NA,NA,NA
"2004","ST",NA,"-38.8086402389741",NA,NA,NA
"2004","SV","6.8","-2738.94501272861",NA,NA,NA
"2004","SY","12.3","641.5",NA,NA,NA
"2004","SZ",NA,"-37.1025140297558",NA,NA,NA
"2004","TG",NA,"-341.575220073798",NA,NA,NA
"2004","TH","2.08582105097329","6748.29316881163",NA,"6425999.38130582",NA
"2004","TJ","2","-225.1181",NA,NA,NA
"2004","TN","13.9","-677.497055989721",NA,NA,NA
"2004","TO",NA,"-80.6708616579645",NA,NA,NA
"2004","TR","10.3","-9706",NA,"907290.16180194",NA
"2004","TT","8.375","2133.9586645938",NA,NA,NA
"2004","TV",NA,"-22.0323632685932",NA,NA,NA
"2004","TZ",NA,"-842.287442092876",NA,NA,NA
"2004","U2","9.21666666666667","159620.197963753",NA,"9003334.4749007",NA
"2004","UA","8.6","4980",NA,NA,NA
"2004","UG",NA,"-787.003913924608",NA,NA,NA
"2004","US","5.53333333333333","-609884",NA,"14406382",NA
"2004","UY","13.1416666666667","478.26512768267",NA,NA,NA
"2004","VC",NA,"-87.6775907407407",NA,NA,NA
"2004","VE","15.0666666666667","19264",NA,NA,NA
"2004","VN",NA,"-3159",NA,NA,NA
"2004","VU",NA,"-18.1541674391715",NA,NA,NA
"2004","WS",NA,"-90.5956519403411",NA,NA,NA
"2004","XK",NA,"-1243.44388947216",NA,NA,NA
"2004","ZA","26.3","-410.368408651926",NA,NA,NA
"2004","ZM",NA,"-97.934",NA,NA,NA
"2005","5Y",NA,"-757.806327777778",NA,NA,NA
"2005","AG",NA,"-137.451126666667",NA,NA,NA
"2005","AI",NA,"-56.9961985185185",NA,NA,NA
"2005","AL","14.275","-2039.57683724939",NA,"958536.14109745",NA
"2005","AM","8.5775","-782.593642472682",NA,NA,NA
"2005","AN","18.2","-201.054189944134",NA,NA,NA
"2005","AO",NA,"9142.01603083224",NA,NA,NA
"2005","AR","11.513475","12095.22",NA,NA,NA
"2005","AT","5.63333333333333","10109.416474349",NA,"277098.737",NA
"2005","AU","5.03389166666667","-14812.9824467778",NA,"1288846",NA
"2005","AW",NA,"716.110922865356",NA,NA,NA
"2005","AZ","7.25554211091071","1329.081",NA,NA,NA
"2005","BA",NA,"-4345.52963945764",NA,"22035.712662",NA
"2005","BB","9.075","-356.25790582327",NA,NA,NA
"2005","BD",NA,"-3868.31772906962",NA,NA,NA
"2005","BE","8.43333333333333","8648.08437757565",NA,"340172.743192454",NA
"2005","BF",NA,"-848.477782165806",NA,NA,NA
"2005","BG","10.1416666666667","-4449.98342199429",NA,"62856.736",NA
"2005","BH",NA,"3109.95770070922",NA,NA,NA
"2005","BI",NA,"-227.398384118993",NA,NA,NA
"2005","BJ",NA,"-372.717296141304",NA,NA,NA
